event,ts,candle_ts,close,p_buy,signal,decision,message,resample_rule,target_simple_return
run,2026-04-19T04:29:26.244956+00:00,2026-04-19 00:00:00+00:00,75515.77,0.5284134149551392,1,dry_run_signal_1,ENABLE_LIVE_TRADING=0 (no order placed),4h,0.0035
run_duration,2026-04-19T04:29:28.892781+00:00,4.228,dry_run_signal_1,380
run,2026-04-19T08:00:13.581744+00:00,2026-04-19 04:00:00+00:00,75252.34,0.42263123393058777,1,bought,,4h,0.0035
run_duration,2026-04-19T08:00:15.278869+00:00,7.516,bought,1
run,2026-04-19T12:00:12.446058+00:00,2026-04-19 08:00:00+00:00,75604.11,0.43444621562957764,1,bought,,4h,0.0035
run_duration,2026-04-19T12:00:15.587098+00:00,7.685,bought,2
run,2026-04-19T16:00:07.474740+00:00,2026-04-19 12:00:00+00:00,75846.63,0.3569642901420593,0,none,,4h,0.0035
run_duration,2026-04-19T16:00:08.311744+00:00,3.365,none,3
run,2026-04-19T20:00:11.575233+00:00,2026-04-19 16:00:00+00:00,74965.47,0.7025136947631836,1,bought,,4h,0.0035
run_duration,2026-04-19T20:00:13.188097+00:00,6.229,bought,4
run,2026-04-20T00:00:15.500963+00:00,2026-04-19 20:00:00+00:00,73801.79,0.536071240901947,1,bought,,4h,0.0035
run_duration,2026-04-20T00:00:17.504869+00:00,7.793,bought,5
run,2026-04-20T04:00:09.849814+00:00,2026-04-20 00:00:00+00:00,74634.0,0.3003537356853485,0,none,,4h,0.0035
run_duration,2026-04-20T04:00:10.682237+00:00,3.693,none,6
run,2026-04-20T08:00:11.704755+00:00,2026-04-20 04:00:00+00:00,74837.17,0.23397211730480194,0,none,,4h,0.0035
run_duration,2026-04-20T08:00:12.523605+00:00,4.213,none,7
run,2026-04-20T12:00:11.014557+00:00,2026-04-20 08:00:00+00:00,75192.71,0.31031960248947144,0,none,,4h,0.0035
run_duration,2026-04-20T12:00:12.082950+00:00,4.192,none,8
run,2026-04-20T16:00:11.061137+00:00,2026-04-20 12:00:00+00:00,75716.77,0.31712964177131653,0,none,,4h,0.0035
run_duration,2026-04-20T16:00:11.885950+00:00,3.435,none,9
run,2026-04-20T20:00:08.033832+00:00,2026-04-20 16:00:00+00:00,76296.96,0.3692891597747803,0,none,,4h,0.0035
run_duration,2026-04-20T20:00:08.905631+00:00,3.476,none,10
run,2026-04-21T00:00:18.543722+00:00,2026-04-20 20:00:00+00:00,75840.97,0.47521698474884033,1,bought,,4h,0.0035
run_duration,2026-04-21T00:00:20.410078+00:00,9.371,bought,11
run,2026-04-21T04:00:08.269637+00:00,2026-04-21 00:00:00+00:00,75710.3,0.41149020195007324,0,none,,4h,0.0035
run_duration,2026-04-21T04:00:09.228302+00:00,3.465,none,12
run,2026-04-21T08:00:11.520358+00:00,2026-04-21 04:00:00+00:00,76084.34,0.651139497756958,1,bought,,4h,0.0035
run_duration,2026-04-21T08:00:13.211807+00:00,6.511,bought,13
run,2026-04-21T12:00:10.133032+00:00,2026-04-21 08:00:00+00:00,76452.94,0.6194688677787781,1,skipped_max_open_trades,,4h,0.0035
run_duration,2026-04-21T12:00:11.023562+00:00,3.965,skipped_max_open_trades,14
